,Gender,Umur,Profesi,Penghasilan,Frekuensi Belanja Online,Fashion,Groceries,HP,PC,Elektronik,Kosmetik,Makanan,Pulsa,Pesawat,Kereta,Hobi,Hotel,Konser,Wisata,Bioskop,Kendaraan Umum,Preferensi Toko Online 1,Preferensi Toko Online 2,Preferensi Toko Online 3,Preferensi Booking Online 1,Preferensi Booking Online 2,Preferensi Booking Online 3,Gojek Motor,Grab Motor,Uber Motor,Gojek Car,Uber Car,Grab Car,Grab Taxi
197,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
198,2.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
199,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,2.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
201,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
202,2.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,11.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
203,2.0,5.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,11.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
204,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,8.0,11.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
205,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,11.0,2.0,6.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
206,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
207,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,11.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,9.0,11.0,2.0,3.0,14.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
210,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,8.0,11.0,2.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
211,1.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
212,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,7.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
213,1.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,11.0,2.0,3.0,14.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
214,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,11.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
215,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,11.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0
216,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,8.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0
217,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,7.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
218,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,5.0,11.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
219,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,11.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
220,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
221,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
222,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,11.0,0.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
223,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,9.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
224,2.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,13.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
225,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
226,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
227,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
228,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,14.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0
229,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,2.0,3.0,11.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
230,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
231,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,8.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
232,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0,11.0,2.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
233,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
234,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,11.0,2.0,6.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
235,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
236,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
237,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,11.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
238,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,11.0,2.0,10.0,11.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0
239,1.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,11.0,2.0,9.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
240,1.0,5.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,9.0,11.0,1.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
241,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,11.0,0.0,4.0,13.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
242,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,2.0,7.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
243,1.0,4.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
244,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,11.0,2.0,8.0,14.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
245,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
246,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,11.0,2.0,11.0,14.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
247,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,11.0,2.0,6.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
248,1.0,6.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,2.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0
249,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,11.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
250,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
251,1.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,8.0,2.0,8.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
252,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
253,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,2.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
254,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,11.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
255,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,11.0,2.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
256,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,11.0,2.0,8.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
257,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,2.0,6.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
258,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,11.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
259,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
260,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,5.0,11.0,0.0,2.0,6.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
261,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,6.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
262,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,11.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
263,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
264,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,11.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
265,2.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
266,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,11.0,2.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
267,2.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
268,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
269,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,2.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
270,2.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,2.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
271,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,11.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
272,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
273,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,9.0,11.0,2.0,10.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
274,1.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,11.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
275,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
276,2.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,11.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
277,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,1.0,2.0,10.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
278,1.0,6.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,11.0,6.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
279,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,5.0,11.0,1.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
280,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
281,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
282,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,11.0,2.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
283,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
284,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
285,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0
286,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,8.0,9.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
287,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
288,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
289,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,11.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
290,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
291,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,11.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
292,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
293,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
294,1.0,6.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,9.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
295,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,9.0,11.0,2.0,4.0,13.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
